Tiempo(s),Pitch(rad),Roll(rad),Yaw(rad)
173.63,-0.052,-0.051,-2.069
173.68,-0.052,-0.051,-2.069
173.73,-0.052,-0.051,-2.069
174.28,-0.052,-0.051,-2.069
174.33,-0.052,-0.051,-2.068
174.38,-0.052,-0.051,-2.068
174.93,-0.052,-0.051,-2.068
174.98,-0.052,-0.051,-2.068
175.53,-0.052,-0.051,-2.068
175.59,-0.052,-0.051,-2.068
175.64,-0.052,-0.051,-2.068
176.19,-0.052,-0.051,-2.068
176.24,-0.052,-0.051,-2.068
176.29,-0.052,-0.051,-2.068
176.84,-0.052,-0.051,-2.067
176.89,-0.052,-0.051,-2.067
177.44,-0.052,-0.051,-2.067
177.49,-0.052,-0.051,-2.067
177.54,-0.052,-0.051,-2.067
178.09,-0.052,-0.051,-2.067
178.14,-0.052,-0.051,-2.067
178.2,-0.052,-0.051,-2.067
178.75,-0.052,-0.051,-2.067
178.8,-0.052,-0.051,-2.067
179.35,-0.052,-0.051,-2.067
179.4,-0.052,-0.051,-2.067
179.45,-0.052,-0.051,-2.067
180.01,-0.052,-0.051,-2.067
180.06,-0.052,-0.051,-2.067
180.11,-0.052,-0.051,-2.067
180.66,-0.052,-0.051,-2.067
180.71,-0.052,-0.051,-2.067
180.76,-0.052,-0.052,-2.067
181.31,-0.052,-0.051,-2.067
181.36,-0.052,-0.052,-2.067
181.91,-0.052,-0.051,-2.067
181.96,-0.052,-0.052,-2.067
182.01,-0.052,-0.052,-2.067
182.56,-0.052,-0.051,-2.067
182.61,-0.052,-0.052,-2.067
182.66,-0.052,-0.052,-2.067
183.22,-0.052,-0.051,-2.067
183.27,-0.052,-0.051,-2.067
183.82,-0.052,-0.051,-2.067
183.87,-0.052,-0.052,-2.067
183.92,-0.052,-0.051,-2.067
184.47,-0.052,-0.051,-2.067
184.52,-0.052,-0.052,-2.067
185.07,-0.052,-0.052,-2.067
185.12,-0.052,-0.052,-2.067
185.17,-0.052,-0.052,-2.067
185.73,-0.052,-0.052,-2.068
185.78,-0.052,-0.052,-2.068
185.83,-0.052,-0.052,-2.068
186.38,-0.052,-0.052,-2.068
186.43,-0.052,-0.051,-2.068
186.98,-0.052,-0.052,-2.068
187.03,-0.052,-0.052,-2.068
187.08,-0.052,-0.052,-2.068
187.63,-0.052,-0.052,-2.068
187.68,-0.052,-0.052,-2.068
187.74,-0.052,-0.052,-2.068
188.29,-0.052,-0.052,-2.068
188.34,-0.052,-0.052,-2.068
188.89,-0.052,-0.052,-2.069
188.94,-0.052,-0.052,-2.069
188.99,-0.052,-0.052,-2.069
189.54,-0.052,-0.051,-2.069
189.59,-0.052,-0.051,-2.069
189.64,-0.052,-0.052,-2.069
190.19,-0.052,-0.052,-2.069
190.24,-0.052,-0.052,-2.069
190.8,-0.052,-0.051,-2.069
190.85,-0.052,-0.051,-2.069
190.9,-0.052,-0.051,-2.07
191.45,-0.052,-0.051,-2.07
191.5,-0.052,-0.052,-2.07
191.55,-0.052,-0.051,-2.07
192.1,-0.052,-0.051,-2.07
192.15,-0.052,-0.051,-2.07
192.7,-0.052,-0.052,-2.07
192.75,-0.052,-0.051,-2.07
192.8,-0.052,-0.052,-2.07
193.36,-0.052,-0.051,-2.07
193.41,-0.052,-0.052,-2.07
193.46,-0.052,-0.051,-2.071
194.01,-0.052,-0.051,-2.071
194.06,-0.052,-0.051,-2.071
194.61,-0.052,-0.051,-2.071
194.66,-0.052,-0.051,-2.071
194.71,-0.052,-0.051,-2.071
195.26,-0.052,-0.051,-2.071
195.31,-0.052,-0.051,-2.071
195.36,-0.052,-0.051,-2.071
195.91,-0.052,-0.051,-2.071
195.96,-0.052,-0.051,-2.071
196.51,-0.052,-0.051,-2.071
196.56,-0.052,-0.051,-2.071
196.62,-0.052,-0.051,-2.071
197.17,-0.052,-0.052,-2.071
197.22,-0.052,-0.051,-2.071
197.27,-0.052,-0.052,-2.071
197.82,-0.052,-0.052,-2.071
197.87,-0.052,-0.051,-2.071
197.92,-0.052,-0.051,-2.071
198.47,-0.052,-0.052,-2.071
198.52,-0.052,-0.051,-2.072
199.07,-0.052,-0.052,-2.072
199.12,-0.052,-0.051,-2.072
199.17,-0.052,-0.051,-2.072
199.72,-0.052,-0.051,-2.072
199.78,-0.052,-0.052,-2.072
200.33,-0.052,-0.052,-2.072
200.38,-0.051,-0.052,-2.072
200.43,-0.052,-0.052,-2.072
200.98,-0.051,-0.052,-2.072
201.03,-0.052,-0.052,-2.072
201.08,-0.052,-0.052,-2.072
201.63,-0.052,-0.052,-2.072
201.68,-0.052,-0.051,-2.072
202.23,-0.052,-0.052,-2.072
202.28,-0.052,-0.052,-2.072
202.33,-0.052,-0.052,-2.072
202.89,-0.052,-0.052,-2.072
202.94,-0.052,-0.052,-2.072
202.99,-0.051,-0.052,-2.072
203.54,-0.052,-0.052,-2.072
203.59,-0.051,-0.052,-2.072
204.14,-0.051,-0.052,-2.072
204.19,-0.052,-0.052,-2.072
204.24,-0.051,-0.052,-2.071
204.79,-0.052,-0.052,-2.071
204.84,-0.051,-0.052,-2.071
204.89,-0.052,-0.052,-2.071
205.44,-0.051,-0.052,-2.071
205.49,-0.052,-0.052,-2.071
205.55,-0.051,-0.052,-2.071
206.1,-0.052,-0.052,-2.071
206.15,-0.052,-0.051,-2.071
206.7,-0.052,-0.052,-2.071
206.75,-0.051,-0.051,-2.071
206.8,-0.052,-0.052,-2.071
207.35,-0.052,-0.052,-2.071
207.4,-0.052,-0.052,-2.071
207.95,-0.052,-0.051,-2.071
208.0,-0.052,-0.051,-2.071
208.06,-0.052,-0.052,-2.071
208.61,-0.052,-0.051,-2.071
208.66,-0.052,-0.051,-2.071
208.71,-0.052,-0.052,-2.071
209.26,-0.052,-0.052,-2.071
209.31,-0.052,-0.051,-2.071
209.36,-0.052,-0.051,-2.071
209.91,-0.052,-0.051,-2.071
209.96,-0.052,-0.051,-2.071
210.52,-0.052,-0.052,-2.071
210.57,-0.052,-0.051,-2.071
210.62,-0.052,-0.051,-2.071
211.17,-0.052,-0.052,-2.071
211.22,-0.052,-0.052,-2.071
211.77,-0.052,-0.052,-2.071
211.82,-0.052,-0.052,-2.071
211.87,-0.052,-0.052,-2.071
212.42,-0.052,-0.052,-2.071
212.47,-0.052,-0.052,-2.071
212.52,-0.052,-0.051,-2.071
213.08,-0.052,-0.051,-2.071
213.13,-0.052,-0.051,-2.071
213.18,-0.052,-0.051,-2.072
213.73,-0.052,-0.051,-2.072
213.78,-0.052,-0.051,-2.072
214.33,-0.052,-0.051,-2.072
214.38,-0.052,-0.051,-2.072
214.43,-0.052,-0.052,-2.072
214.99,-0.052,-0.052,-2.072
215.04,-0.052,-0.052,-2.072
215.59,-0.052,-0.051,-2.072
215.65,-0.052,-0.051,-2.072
215.7,-0.052,-0.051,-2.072
216.25,-0.052,-0.051,-2.072
216.3,-0.052,-0.051,-2.072
216.35,-0.051,-0.051,-2.072
216.9,-0.051,-0.051,-2.072
216.95,-0.051,-0.051,-2.072
217.0,-0.052,-0.051,-2.072
217.56,-0.051,-0.051,-2.072
217.61,-0.051,-0.051,-2.072
217.66,-0.051,-0.051,-2.071
218.21,-0.051,-0.051,-2.071
218.76,-0.051,-0.051,-2.071
218.81,-0.051,-0.051,-2.071
218.86,-0.051,-0.051,-2.071
219.41,-0.051,-0.051,-2.071
219.47,-0.052,-0.052,-2.071
219.52,-0.051,-0.052,-2.071
220.07,-0.051,-0.051,-2.071
220.12,-0.051,-0.051,-2.071
220.17,-0.051,-0.052,-2.071
220.72,-0.051,-0.052,-2.071
220.77,-0.052,-0.051,-2.071
220.82,-0.051,-0.051,-2.071
221.37,-0.052,-0.051,-2.071
221.42,-0.052,-0.052,-2.071
221.97,-0.052,-0.052,-2.071
222.02,-0.052,-0.051,-2.071
222.08,-0.052,-0.052,-2.071
222.63,-0.052,-0.051,-2.071
222.68,-0.052,-0.051,-2.071
223.23,-0.052,-0.051,-2.07
223.28,-0.052,-0.052,-2.07
223.33,-0.052,-0.051,-2.07
223.88,-0.052,-0.051,-2.07
223.93,-0.052,-0.051,-2.07
223.98,-0.052,-0.051,-2.07
224.54,-0.052,-0.051,-2.07
224.6,-0.052,-0.051,-2.07
224.65,-0.052,-0.051,-2.07
225.2,-0.052,-0.052,-2.07
225.25,-0.052,-0.051,-2.07
225.3,-0.052,-0.051,-2.07
225.85,-0.052,-0.052,-2.07
225.9,-0.052,-0.051,-2.07
226.45,-0.052,-0.051,-2.07
226.51,-0.052,-0.052,-2.07
226.56,-0.052,-0.052,-2.07
227.11,-0.052,-0.051,-2.07
227.16,-0.051,-0.051,-2.07
227.71,-0.052,-0.052,-2.07
227.76,-0.051,-0.051,-2.07
227.81,-0.052,-0.052,-2.07
228.36,-0.051,-0.051,-2.07
228.41,-0.051,-0.051,-2.07
228.46,-0.051,-0.051,-2.07
229.01,-0.051,-0.051,-2.07
229.06,-0.051,-0.051,-2.07
229.11,-0.051,-0.051,-2.071
229.67,-0.051,-0.051,-2.071
229.72,-0.051,-0.051,-2.071
230.27,-0.051,-0.051,-2.071
230.32,-0.051,-0.051,-2.071
230.87,-0.051,-0.051,-2.071
230.92,-0.051,-0.051,-2.071
230.97,-0.051,-0.051,-2.071
231.52,-0.052,-0.051,-2.071
231.57,-0.051,-0.051,-2.071
231.62,-0.051,-0.051,-2.071
232.17,-0.051,-0.051,-2.071
232.22,-0.051,-0.051,-2.071
232.27,-0.051,-0.051,-2.071
232.83,-0.052,-0.051,-2.071
232.88,-0.051,-0.052,-2.071
233.43,-0.052,-0.051,-2.071
233.48,-0.051,-0.051,-2.071
233.53,-0.052,-0.051,-2.071
234.08,-0.051,-0.051,-2.071
234.13,-0.051,-0.051,-2.071
234.18,-0.052,-0.052,-2.071
234.73,-0.052,-0.051,-2.071
234.78,-0.052,-0.051,-2.071
235.33,-0.052,-0.052,-2.071
235.38,-0.052,-0.051,-2.071
235.44,-0.052,-0.052,-2.071
235.99,-0.052,-0.051,-2.071
236.04,-0.052,-0.051,-2.072
236.09,-0.052,-0.051,-2.072
236.64,-0.052,-0.051,-2.072
236.69,-0.052,-0.051,-2.072
236.74,-0.052,-0.051,-2.072
237.29,-0.052,-0.051,-2.072
237.34,-0.052,-0.051,-2.072
237.89,-0.052,-0.052,-2.072
237.95,-0.052,-0.052,-2.072
238.0,-0.052,-0.052,-2.072
238.55,-0.052,-0.051,-2.071
238.6,-0.052,-0.052,-2.071
239.15,-0.052,-0.052,-2.071
239.2,-0.052,-0.052,-2.071
239.25,-0.052,-0.052,-2.071
239.8,-0.052,-0.052,-2.071
239.85,-0.052,-0.052,-2.071
239.9,-0.052,-0.052,-2.071
240.45,-0.052,-0.052,-2.071
240.5,-0.052,-0.052,-2.071
240.55,-0.052,-0.052,-2.071
241.11,-0.052,-0.052,-2.071
241.66,-0.052,-0.052,-2.071
241.71,-0.052,-0.052,-2.071
241.76,-0.052,-0.052,-2.071
242.31,-0.052,-0.052,-2.071
242.36,-0.052,-0.052,-2.071
242.41,-0.052,-0.052,-2.071
242.96,-0.052,-0.052,-2.071
243.01,-0.052,-0.052,-2.072
243.06,-0.052,-0.052,-2.072
243.61,-0.052,-0.052,-2.071
243.66,-0.052,-0.052,-2.072
243.71,-0.052,-0.052,-2.072
244.27,-0.052,-0.052,-2.071
244.32,-0.052,-0.052,-2.071
244.87,-0.052,-0.052,-2.071
244.92,-0.052,-0.052,-2.071
244.97,-0.052,-0.052,-2.071
245.52,-0.052,-0.052,-2.071
245.57,-0.052,-0.052,-2.071
245.62,-0.052,-0.052,-2.071
246.17,-0.052,-0.051,-2.071
246.22,-0.052,-0.051,-2.071
246.77,-0.052,-0.051,-2.071
246.82,-0.052,-0.051,-2.071
246.87,-0.052,-0.052,-2.071
247.43,-0.052,-0.052,-2.071
247.48,-0.052,-0.052,-2.071
247.53,-0.052,-0.052,-2.071
248.08,-0.052,-0.051,-2.071
248.13,-0.052,-0.051,-2.071
248.68,-0.052,-0.052,-2.071
248.73,-0.052,-0.052,-2.071
248.78,-0.052,-0.051,-2.071
249.33,-0.052,-0.052,-2.071
249.38,-0.052,-0.051,-2.071
249.43,-0.052,-0.051,-2.071
249.98,-0.051,-0.052,-2.071
250.03,-0.052,-0.052,-2.071
250.59,-0.052,-0.052,-2.071
250.64,-0.052,-0.052,-2.071
250.69,-0.052,-0.052,-2.071
251.24,-0.052,-0.052,-2.071
251.29,-0.052,-0.052,-2.071
251.34,-0.052,-0.052,-2.071
251.89,-0.052,-0.052,-2.071
251.94,-0.052,-0.052,-2.071
251.99,-0.052,-0.052,-2.071
252.54,-0.052,-0.052,-2.07
252.59,-0.052,-0.051,-2.07
253.15,-0.052,-0.052,-2.07
253.2,-0.052,-0.052,-2.07
253.25,-0.052,-0.051,-2.07
253.8,-0.052,-0.051,-2.07
253.85,-0.052,-0.051,-2.07
254.4,-0.052,-0.051,-2.07
254.45,-0.052,-0.051,-2.07
254.5,-0.052,-0.051,-2.07
255.05,-0.052,-0.051,-2.07
255.1,-0.052,-0.052,-2.07
255.15,-0.052,-0.052,-2.07
255.7,-0.052,-0.052,-2.07
255.75,-0.052,-0.051,-2.07
255.8,-0.052,-0.052,-2.07
256.36,-0.052,-0.051,-2.07
256.41,-0.052,-0.052,-2.07
256.96,-0.052,-0.051,-2.07
257.01,-0.052,-0.051,-2.07
257.06,-0.052,-0.051,-2.07
257.61,-0.052,-0.051,-2.07
257.66,-0.052,-0.051,-2.07
257.71,-0.052,-0.051,-2.07
258.27,-0.052,-0.052,-2.07
258.32,-0.052,-0.052,-2.07
258.87,-0.052,-0.051,-2.07
258.93,-0.052,-0.052,-2.07
258.98,-0.052,-0.051,-2.07
259.53,-0.052,-0.052,-2.07
259.58,-0.052,-0.052,-2.07
260.13,-0.052,-0.052,-2.07
260.18,-0.052,-0.052,-2.07
260.23,-0.052,-0.051,-2.07
260.78,-0.052,-0.052,-2.07
260.83,-0.052,-0.052,-2.07
260.88,-0.052,-0.051,-2.07
261.43,-0.052,-0.052,-2.07
261.48,-0.052,-0.051,-2.07
261.54,-0.052,-0.052,-2.07
262.09,-0.052,-0.052,-2.07
262.14,-0.052,-0.052,-2.07
262.69,-0.052,-0.051,-2.07
262.74,-0.052,-0.052,-2.07
262.79,-0.051,-0.051,-2.07
263.34,-0.051,-0.051,-2.071
263.39,-0.051,-0.051,-2.071
263.44,-0.051,-0.051,-2.071
263.99,-0.051,-0.051,-2.071
264.05,-0.051,-0.051,-2.071
264.61,-0.051,-0.052,-2.071
264.66,-0.051,-0.051,-2.071
264.71,-0.051,-0.052,-2.071
265.26,-0.051,-0.051,-2.071
265.31,-0.051,-0.052,-2.071
265.37,-0.051,-0.051,-2.071
265.92,-0.051,-0.052,-2.071
265.97,-0.051,-0.052,-2.071
266.52,-0.051,-0.052,-2.071
266.57,-0.051,-0.052,-2.071
266.62,-0.051,-0.052,-2.071
267.17,-0.051,-0.052,-2.071
267.22,-0.051,-0.052,-2.071
267.77,-0.051,-0.052,-2.071
267.83,-0.051,-0.052,-2.071
267.88,-0.051,-0.052,-2.071
268.43,-0.051,-0.052,-2.071
268.48,-0.051,-0.052,-2.071
268.53,-0.051,-0.052,-2.071
269.08,-0.051,-0.052,-2.071
269.13,-0.051,-0.052,-2.071
269.18,-0.051,-0.052,-2.071
269.73,-0.051,-0.052,-2.071
269.78,-0.051,-0.052,-2.071
269.83,-0.051,-0.052,-2.071
270.38,-0.051,-0.052,-2.072
270.43,-0.052,-0.052,-2.072
271.0,-0.051,-0.052,-2.072
271.05,-0.051,-0.051,-2.072
271.6,-0.051,-0.052,-2.072
271.65,-0.051,-0.052,-2.072
271.7,-0.051,-0.051,-2.072
272.25,-0.051,-0.051,-2.072
272.3,-0.051,-0.051,-2.072
272.35,-0.051,-0.051,-2.072
272.9,-0.051,-0.051,-2.072
272.95,-0.051,-0.051,-2.072
273.01,-0.051,-0.051,-2.072
273.56,-0.051,-0.052,-2.072
273.61,-0.051,-0.051,-2.072
273.66,-0.051,-0.052,-2.072
274.21,-0.051,-0.051,-2.072
274.26,-0.051,-0.052,-2.073
274.81,-0.051,-0.052,-2.073
274.86,-0.051,-0.052,-2.073
275.41,-0.051,-0.052,-2.073
275.46,-0.051,-0.052,-2.073
275.51,-0.051,-0.052,-2.073
276.07,-0.051,-0.052,-2.073
276.12,-0.051,-0.052,-2.073
276.17,-0.051,-0.052,-2.073
276.72,-0.051,-0.052,-2.073
276.77,-0.051,-0.052,-2.073
276.82,-0.051,-0.052,-2.073
277.37,-0.051,-0.052,-2.073
277.42,-0.051,-0.052,-2.073
277.47,-0.051,-0.052,-2.073
278.02,-0.051,-0.052,-2.073
278.08,-0.051,-0.052,-2.073
278.63,-0.051,-0.052,-2.073
278.68,-0.051,-0.052,-2.073
278.73,-0.051,-0.052,-2.073
279.28,-0.051,-0.052,-2.073
279.33,-0.051,-0.052,-2.073
279.88,-0.051,-0.052,-2.073
279.93,-0.051,-0.052,-2.073
279.98,-0.051,-0.052,-2.073
280.53,-0.051,-0.052,-2.073
280.58,-0.051,-0.052,-2.073
280.63,-0.051,-0.051,-2.073
281.19,-0.051,-0.052,-2.073
281.24,-0.051,-0.051,-2.073
281.29,-0.051,-0.052,-2.073
281.84,-0.051,-0.052,-2.073
281.89,-0.051,-0.052,-2.073
282.44,-0.051,-0.052,-2.073
282.49,-0.051,-0.052,-2.073
283.04,-0.051,-0.052,-2.073
283.1,-0.051,-0.052,-2.073
283.15,-0.051,-0.052,-2.073
283.7,-0.051,-0.052,-2.073
283.75,-0.051,-0.052,-2.073
283.8,-0.051,-0.052,-2.073
284.35,-0.051,-0.052,-2.073
284.4,-0.051,-0.052,-2.073
284.45,-0.051,-0.052,-2.073
285.0,-0.051,-0.052,-2.073
285.05,-0.051,-0.052,-2.073
285.1,-0.051,-0.052,-2.073
285.66,-0.051,-0.052,-2.073
285.71,-0.051,-0.052,-2.073
286.26,-0.051,-0.052,-2.073
286.31,-0.051,-0.052,-2.073
286.36,-0.051,-0.052,-2.073
286.91,-0.051,-0.052,-2.073
286.97,-0.051,-0.052,-2.073
287.52,-0.051,-0.052,-2.073
287.57,-0.051,-0.052,-2.073
287.62,-0.051,-0.052,-2.073
288.17,-0.051,-0.052,-2.074
288.22,-0.051,-0.051,-2.074
288.27,-0.051,-0.052,-2.074
288.82,-0.051,-0.052,-2.074
288.87,-0.051,-0.052,-2.074
288.92,-0.051,-0.052,-2.074
289.47,-0.051,-0.052,-2.074
289.52,-0.051,-0.052,-2.074
290.07,-0.051,-0.052,-2.074
290.13,-0.051,-0.052,-2.074
290.18,-0.051,-0.051,-2.074
290.73,-0.051,-0.052,-2.074
290.78,-0.051,-0.052,-2.074
291.33,-0.051,-0.051,-2.074
291.38,-0.051,-0.052,-2.074
291.43,-0.051,-0.052,-2.074
291.98,-0.051,-0.052,-2.074
292.03,-0.051,-0.052,-2.074
292.08,-0.051,-0.052,-2.074
292.64,-0.051,-0.052,-2.074
292.69,-0.051,-0.051,-2.074
292.74,-0.051,-0.052,-2.074
293.29,-0.051,-0.051,-2.074
293.34,-0.051,-0.052,-2.074
293.89,-0.051,-0.051,-2.074
293.94,-0.051,-0.052,-2.074
293.99,-0.051,-0.052,-2.074
294.54,-0.051,-0.052,-2.074
294.59,-0.051,-0.052,-2.074
295.14,-0.051,-0.052,-2.074
295.19,-0.051,-0.052,-2.074
295.24,-0.051,-0.052,-2.074
295.8,-0.051,-0.052,-2.074
295.85,-0.051,-0.052,-2.074
295.9,-0.051,-0.052,-2.074
296.45,-0.051,-0.052,-2.074
296.5,-0.051,-0.052,-2.074
296.55,-0.051,-0.052,-2.074
297.1,-0.051,-0.052,-2.074
297.15,-0.051,-0.052,-2.074
297.7,-0.051,-0.052,-2.074
297.75,-0.051,-0.052,-2.074
297.8,-0.051,-0.052,-2.074
298.35,-0.051,-0.052,-2.074
298.4,-0.051,-0.052,-2.074
298.96,-0.051,-0.052,-2.074
299.01,-0.051,-0.052,-2.074
299.06,-0.051,-0.052,-2.074
299.61,-0.051,-0.051,-2.074
299.66,-0.051,-0.052,-2.074
299.71,-0.051,-0.052,-2.074
300.26,-0.051,-0.051,-2.074
300.31,-0.051,-0.052,-2.074
300.36,-0.051,-0.052,-2.074
300.91,-0.051,-0.052,-2.074
301.46,-0.051,-0.052,-2.074
301.51,-0.051,-0.052,-2.074
301.56,-0.051,-0.051,-2.074
301.62,-0.051,-0.051,-2.074
302.17,-0.051,-0.051,-2.074
302.22,-0.051,-0.051,-2.074
302.27,-0.051,-0.051,-2.074
302.82,-0.051,-0.052,-2.074
302.87,-0.051,-0.051,-2.074
303.42,-0.051,-0.052,-2.074
303.47,-0.051,-0.052,-2.074
303.52,-0.051,-0.052,-2.074
304.07,-0.051,-0.052,-2.074
304.12,-0.051,-0.052,-2.074
304.17,-0.051,-0.052,-2.074
304.72,-0.051,-0.052,-2.074
304.78,-0.051,-0.052,-2.074
305.33,-0.051,-0.052,-2.074
305.38,-0.051,-0.052,-2.074
305.93,-0.051,-0.052,-2.074
305.98,-0.051,-0.052,-2.074
306.03,-0.051,-0.052,-2.074
306.58,-0.051,-0.052,-2.074
306.63,-0.051,-0.052,-2.074
306.68,-0.051,-0.052,-2.074
307.23,-0.051,-0.052,-2.074
307.28,-0.051,-0.052,-2.074
307.33,-0.051,-0.052,-2.074
307.89,-0.051,-0.052,-2.074
307.94,-0.051,-0.052,-2.074
308.49,-0.051,-0.051,-2.074
308.54,-0.051,-0.051,-2.074
308.59,-0.051,-0.052,-2.074
309.14,-0.051,-0.052,-2.074
309.19,-0.051,-0.052,-2.074
309.24,-0.051,-0.052,-2.074
309.79,-0.051,-0.052,-2.074
309.84,-0.051,-0.052,-2.074
310.39,-0.051,-0.052,-2.074
310.45,-0.051,-0.052,-2.074
310.5,-0.051,-0.052,-2.074
311.05,-0.052,-0.051,-2.074
311.1,-0.052,-0.051,-2.074
311.15,-0.052,-0.051,-2.074
311.7,-0.052,-0.051,-2.074
311.75,-0.052,-0.051,-2.074
311.8,-0.052,-0.051,-2.074
312.35,-0.052,-0.051,-2.074
312.4,-0.052,-0.051,-2.074
312.95,-0.052,-0.051,-2.074
313.0,-0.052,-0.051,-2.074
313.05,-0.052,-0.051,-2.074
313.6,-0.052,-0.051,-2.074
313.66,-0.052,-0.051,-2.074
314.21,-0.052,-0.051,-2.074
314.26,-0.052,-0.051,-2.074
314.31,-0.052,-0.051,-2.074
314.86,-0.052,-0.051,-2.074
314.91,-0.052,-0.051,-2.074
314.96,-0.052,-0.051,-2.074
315.51,-0.052,-0.051,-2.074
315.56,-0.052,-0.051,-2.074
315.61,-0.052,-0.051,-2.074
316.16,-0.052,-0.051,-2.074
316.21,-0.052,-0.051,-2.074
316.77,-0.052,-0.051,-2.074
316.82,-0.052,-0.051,-2.074
316.87,-0.052,-0.051,-2.074
317.42,-0.052,-0.051,-2.074
317.47,-0.052,-0.051,-2.074
318.02,-0.052,-0.051,-2.074
318.07,-0.052,-0.051,-2.074
318.12,-0.052,-0.051,-2.074
318.67,-0.052,-0.051,-2.074
318.72,-0.052,-0.051,-2.074
318.77,-0.052,-0.051,-2.074
319.34,-0.052,-0.051,-2.074
319.39,-0.052,-0.051,-2.074
319.44,-0.052,-0.051,-2.074
319.99,-0.052,-0.051,-2.074
320.04,-0.052,-0.051,-2.074
320.59,-0.052,-0.051,-2.074
320.64,-0.052,-0.051,-2.074
320.69,-0.052,-0.051,-2.073
321.24,-0.052,-0.051,-2.073
321.29,-0.052,-0.051,-2.073
321.34,-0.052,-0.051,-2.073
321.9,-0.052,-0.051,-2.073
321.95,-0.052,-0.051,-2.073
322.5,-0.052,-0.051,-2.073
322.55,-0.052,-0.051,-2.073
322.6,-0.052,-0.051,-2.073
323.15,-0.052,-0.051,-2.073
323.2,-0.052,-0.051,-2.073
323.25,-0.052,-0.051,-2.073
323.8,-0.052,-0.051,-2.073
323.85,-0.052,-0.051,-2.073
324.4,-0.052,-0.051,-2.073
324.45,-0.052,-0.051,-2.073
324.5,-0.052,-0.051,-2.073
325.06,-0.052,-0.051,-2.073
325.11,-0.052,-0.051,-2.073
325.16,-0.052,-0.051,-2.073
325.71,-0.052,-0.051,-2.073
325.76,-0.052,-0.051,-2.073
326.31,-0.052,-0.051,-2.073
326.36,-0.052,-0.051,-2.073
326.41,-0.052,-0.051,-2.073
326.96,-0.052,-0.051,-2.073
327.01,-0.052,-0.051,-2.073
327.06,-0.052,-0.051,-2.073
327.61,-0.052,-0.051,-2.072
327.67,-0.052,-0.051,-2.072
328.22,-0.052,-0.051,-2.072
328.27,-0.052,-0.051,-2.072
328.32,-0.052,-0.051,-2.072
328.87,-0.052,-0.051,-2.072
328.92,-0.052,-0.051,-2.072
329.47,-0.052,-0.051,-2.072
329.52,-0.052,-0.051,-2.072
329.57,-0.052,-0.051,-2.072
330.12,-0.052,-0.051,-2.072
330.17,-0.052,-0.051,-2.072
330.23,-0.052,-0.051,-2.072
330.78,-0.052,-0.051,-2.072
330.83,-0.052,-0.051,-2.072
330.88,-0.052,-0.051,-2.072
331.43,-0.052,-0.051,-2.072
331.48,-0.052,-0.051,-2.072
332.03,-0.052,-0.051,-2.072
332.08,-0.052,-0.051,-2.072
332.13,-0.052,-0.051,-2.072
332.68,-0.052,-0.051,-2.072
332.73,-0.052,-0.051,-2.072
332.79,-0.052,-0.051,-2.072
333.34,-0.052,-0.051,-2.072
333.39,-0.052,-0.051,-2.072
333.94,-0.052,-0.051,-2.072
333.99,-0.052,-0.051,-2.072
334.04,-0.052,-0.051,-2.072
334.59,-0.052,-0.051,-2.072
334.64,-0.052,-0.051,-2.072
334.69,-0.052,-0.051,-2.072
335.25,-0.052,-0.051,-2.072
335.3,-0.052,-0.051,-2.072
335.85,-0.052,-0.051,-2.072
335.9,-0.052,-0.051,-2.072
335.95,-0.052,-0.051,-2.072
336.5,-0.052,-0.051,-2.072
336.55,-0.052,-0.051,-2.072
337.1,-0.052,-0.051,-2.072
337.15,-0.052,-0.051,-2.072
337.2,-0.052,-0.051,-2.072
337.25,-0.052,-0.051,-2.072
337.8,-0.052,-0.051,-2.072
337.85,-0.052,-0.051,-2.072
338.41,-0.052,-0.051,-2.072
338.46,-0.052,-0.051,-2.072
338.51,-0.052,-0.051,-2.072
339.06,-0.052,-0.051,-2.072
339.11,-0.052,-0.051,-2.072
339.66,-0.052,-0.051,-2.072
339.71,-0.052,-0.051,-2.072
339.76,-0.052,-0.051,-2.072
340.31,-0.052,-0.051,-2.072
340.36,-0.052,-0.051,-2.072
340.42,-0.052,-0.051,-2.072
340.97,-0.052,-0.051,-2.072
341.02,-0.052,-0.051,-2.072
341.57,-0.052,-0.051,-2.072
341.62,-0.052,-0.051,-2.072
341.67,-0.052,-0.051,-2.072
342.22,-0.052,-0.051,-2.072
342.27,-0.052,-0.051,-2.072
342.32,-0.052,-0.051,-2.072
342.88,-0.052,-0.051,-2.072
342.93,-0.052,-0.051,-2.072
343.48,-0.052,-0.051,-2.072
343.53,-0.052,-0.051,-2.072
343.58,-0.052,-0.051,-2.072
344.13,-0.052,-0.051,-2.072
344.18,-0.052,-0.051,-2.072
344.23,-0.052,-0.051,-2.072
344.78,-0.052,-0.051,-2.072
344.83,-0.052,-0.051,-2.072
344.88,-0.052,-0.051,-2.072
345.43,-0.052,-0.051,-2.072
345.49,-0.052,-0.051,-2.072
346.04,-0.052,-0.051,-2.072
346.09,-0.052,-0.051,-2.072
346.14,-0.052,-0.052,-2.072
346.69,-0.052,-0.052,-2.072
346.74,-0.051,-0.051,-2.072
347.29,-0.051,-0.052,-2.072
347.34,-0.051,-0.052,-2.072
347.39,-0.051,-0.051,-2.072
347.94,-0.052,-0.052,-2.072
347.99,-0.052,-0.052,-2.072
348.04,-0.052,-0.052,-2.072
